4	 1:1.29555351464296	 2:1.00801223843533	 3:-.843995532216004	 4:-.80470640575722	 5:4.41052114646198E-03	 6:.664852841331333	 7:.593962222236474	 8:1.34132986064074	 9:-.210019747116933	 10:-2.23648741064378E-02	 11:-.435613884336275	 12:1.05538484433444	 13:-.716259742250555	 14:-.786819328954803	 15:-.105304810091389	 16:-1.03815387897482
17	 1:-.924404314999601	 2:-.851145780580843	 3:-2.79213367766192	 4:.154882049305114	 5:-1.41404854103227	 6:.664852841331333	 7:.933095095214872	 8:1.20891332393373	 9:-.210019747116933	 10:-2.23648741064378E-02	 11:.198813764433104	 12:-2.67454922293695	 13:.378101972417978	 14:-5.94509960821391E-02	 15:-.105304810091389	 16:-.126079967154313
9	 1:-.739407829196054	 2:-.479314176777608	 3:-1.18603505393551	 4:1.32590524870321	 5:-1.41404854103227	 6:-1.52764733962459	 7:-.137850819453751	 8:-1.17458433679244	 9:-.210019747116933	 10:-2.23648741064378E-02	 11:-.435613884336275	 12:-.436588782574117	 13:1.47246368708651	 14:1.39528566966318	 15:-.105304810091389	 16:-1.03815387897482
4	 1:-.554411343392506	 2:7.84332289272449E-02	 3:1.40156828429035	 4:.252467315921622	 5:.890947435008175	 6:1.5783945833963	 7:-.298492706654045	 8:1.09541343532772	 9:-.210019747116933	 10:-2.23648741064378E-02	 11:-.435613884336275	 12:-.436588782574117	 13:-.716259742250555	 14:-.423135162518471	 15:-.105304810091389	 16:.329956988755941
17	 1:1.11055702883942	 2:1.00801223843533	 3:-.561441144708581	 4:.252467315921622	 5:.713640052235832	 6:-1.71035568803758	 7:-.994607551188651	 8:.452247399893679	 9:-.210019747116933	 10:-2.23648741064378E-02	 11:1.46766906197186	 12:-.436588782574117	 13:-.716259742250555	 14:-.150372037691222	 15:-.105304810091389	 16:-.696126162042131
12	 1:-.739407829196054	 2:-.851145780580843	 3:1.58002368692662	 4:.837978915620674	 5:4.41052114646198E-03	 6:.299436144505345	 7:-1.06600394549989	 8:.149581030277656	 9:-.210019747116933	 10:-2.23648741064378E-02	 11:1.46766906197186	 12:-.436588782574117	 13:1.47246368708651	 14:1.39528566966318	 15:-.105304810091389	 16:-.240089206131876
19	 1:-.369414857588959	 2:7.84332289272449E-02	 3:-.903480666428093	 4:-1.19504747222325	 5:.713640052235832	 6:-1.52764733962459	 7:-.012907129409079	 8:-1.30700087349945	 9:-.210019747116933	 10:-2.23648741064378E-02	 11:1.46766906197186	 12:-.436588782574117	 13:-.716259742250555	 14:-.423135162518471	 15:-.105304810091389	 16:.329956988755941
7	 1:-.369414857588959	 2:-.479314176777608	 3:1.19337031454804	 4:-.544479028113197	 5:.713640052235832	 6:.664852841331333	 7:-.994607551188651	 8:-.966501207681428	 9:-.210019747116933	 10:-2.23648741064378E-02	 11:1.46766906197186	 12:1.05538484433444	 13:-.716259742250555	 14:.849759420008691	 15:-.105304810091389	 16:-1.03815387897482
18	 1:5.78114018136053E-04	 2:-.107482572974372	 3:.910815927040621	 4:-1.48780327207278	 5:.890947435008175	 6:.664852841331333	 7:-.97675845261084	 8:-3.95854507323581E-02	 9:-.210019747116933	 10:-2.23648741064378E-02	 11:-.435613884336275	 12:1.05538484433444	 13:-.716259742250555	 14:-.968661412172969	 15:-.105304810091389	 16:-.696126162042131
19	 1:-.369414857588959	 2:-.107482572974372	 3:.434934853343909	 4:.577751537976651	 5:4.41052114646198E-03	 6:-6.59805523206427E-02	 7:-1.74426969145668	 8:.584663936600689	 9:-.210019747116933	 10:-2.23648741064378E-02	 11:-.435613884336275	 12:-.436588782574117	 13:-.716259742250555	 14:-.968661412172969	 15:9.52256354112135	 16:.443966227733505
10	 1:-.739407829196054	 2:-1.40889318628569	 3:-.843995532216004	 4:1.17952734877845	 5:4.41052114646198E-03	 6:-.979522294385613	 7:1.00449148952611	 8:-1.42050076210546	 9:-.210019747116933	 10:-2.23648741064378E-02	 11:-.435613884336275	 12:-.436588782574117	 13:1.47246368708651	 14:1.39528566966318	 15:-.105304810091389	 16:-.240089206131876
2	 1:-.184418371785411	 2:-.479314176777608	 3:.910815927040621	 4:1.01688523775094	 5:.713640052235832	 6:-1.1622306427986	 7:-.994607551188651	 8:.263080918883664	 9:-.210019747116933	 10:-2.23648741064378E-02	 11:1.46766906197186	 12:4.03933209815156	 13:-.716259742250555	 14:.940680461617774	 15:-.105304810091389	 16:-.240089206131876
4	 1:-.924404314999601	 2:-.107482572974372	 3:-2.97058908029818	 4:-.560743239215949	 5:.713640052235832	 6:.664852841331333	 7:-1.28019312843361	 8:1.05758013912572	 9:4.76086184144955	 10:-2.23648741064378E-02	 11:.198813764433104	 12:1.05538484433444	 13:.378101972417978	 14:-5.94509960821391E-02	 15:-.105304810091389	 16:.557975466711068
19	 1:-.554411343392506	 2:-.665229978679225	 3:.301093301366709	 4:-.511950605907694	 5:4.41052114646198E-03	 6:-2.25848073327657	 7:-1.74426969145668	 8:-.209835283641371	 9:-.210019747116933	 10:-2.23648741064378E-02	 11:-.435613884336275	 12:-.436588782574117	 13:-.716259742250555	 14:.213312128745109	 15:-.105304810091389	 16:-.240089206131876
9	 1:-.739407829196054	 2:-.107482572974372	 3:.24160816715462	 4:-1.32516116104526	 5:.890947435008175	 6:-.979522294385613	 7:-.566229185321201	 8:1.30349656443874	 9:-.210019747116933	 10:-2.23648741064378E-02	 11:-.435613884336275	 12:-.436588782574117	 13:1.47246368708651	 14:1.39528566966318	 15:-.105304810091389	 16:1.35604013955401
17	 1:1.66554648625006	 2:1.56575964414018	 3:-.94809451708716	 4:.236203104818871	 5:-1.05943377548759	 6:-6.59805523206427E-02	 7:.272678447835887	 8:-1.70425048362048	 9:-.210019747116933	 10:-2.23648741064378E-02	 11:-.435613884336275	 12:-.436588782574117	 13:-.716259742250555	 14:-.514056204127554	 15:-.105304810091389	 16:-1.03815387897482
17	 1:-.554411343392506	 2:-.29339837487599	 3:-1.31987660591271	 4:.90303576003168	 5:1.60017696609754	 6:.664852841331333	 7:1.36147346108232	 8:-.966501207681428	 9:-.210019747116933	 10:-2.23648741064378E-02	 11:-.435613884336275	 12:1.05538484433444	 13:-.716259742250555	 14:.758838378399608	 15:-.105304810091389	 16:-.126079967154313
17	 1:.185574599821683	 2:-.29339837487599	 3:-.81425296510996	 4:-1.30889694994251	 5:-1.41404854103227	 6:-2.25848073327657	 7:.933095095214872	 8:-.550334949459396	 9:-.210019747116933	 10:-2.23648741064378E-02	 11:-.435613884336275	 12:1.05538484433444	 13:-.716259742250555	 14:-.69589828734572	 15:-.105304810091389	 16:2.04009557341939
4	 1:5.78114018136053E-04	 2:-.479314176777608	 3:-.531698577602537	 4:-1.11372641670949	 5:.890947435008175	 6:1.5783945833963	 7:.344074842147129	 8:-1.25025092919645	 9:-.210019747116933	 10:-2.23648741064378E-02	 11:-.435613884336275	 12:-.436588782574117	 13:-.716259742250555	 14:-.786819328954803	 15:-.105304810091389	 16:.329956988755941
19	 1:1.66554648625006	 2:2.12350704984503	 3:-1.1116786361704	 4:-1.43901063876452	 5:.53633266946349	 6:.664852841331333	 7:.647509517969905	 8:-.966501207681428	 9:-.210019747116933	 10:-2.23648741064378E-02	 11:-.435613884336275	 12:1.05538484433444	 13:-.716259742250555	 14:-.968661412172969	 15:-.105304810091389	 16:-1.03815387897482
17	 1:.185574599821683	 2:.264349030828862	 3:-.918351949981116	 4:-1.30889694994251	 5:-1.41404854103227	 6:-1.52764733962459	 7:-.798267466832736	 8:.244164270782663	 9:-.210019747116933	 10:-2.23648741064378E-02	 11:-.435613884336275	 12:-.436588782574117	 13:-.716259742250555	 14:-1.15050349539113	 15:-.105304810091389	 16:-.696126162042131
18	 1:.370571085625231	 2:.45026483273048	 3:-.204530339436047	 4:-.511950605907694	 5:-1.41404854103227	 6:-.43139724914663	 7:1.64705903832728	 8:.546830640398686	 9:-.210019747116933	 10:-2.23648741064378E-02	 11:-.435613884336275	 12:-.436588782574117	 13:-.716259742250555	 14:-.423135162518471	 15:-.105304810091389	 16:-.468107684087004
9	 1:-.739407829196054	 2:-.665229978679225	 3:.390321002684842	 4:1.52107578193623	 5:-1.41404854103227	 6:-2.07577238486357	 7:9.41874620577833E-02	 8:.887330306216712	 9:-.210019747116933	 10:-2.23648741064378E-02	 11:-.435613884336275	 12:2.547358471243	 13:1.47246368708651	 14:1.39528566966318	 15:-.105304810091389	 16:2.61014176830721
7	 1:-.369414857588959	 2:-.479314176777608	 3:.345707152025776	 4:.805450493415171	 5:1.60017696609754	 6:.664852841331333	 7:-.923211156877409	 8:1.05758013912572	 9:-.210019747116933	 10:-2.23648741064378E-02	 11:-.435613884336275	 12:1.05538484433444	 13:-.716259742250555	 14:.667917336790525	 15:-.105304810091389	 16:-1.03815387897482
3	 1:2.03553945785715	 2:1.7516754460418	 3:-.829124248662982	 4:-.544479028113197	 5:-.527511627170566	 6:-.43139724914663	 7:.290527546413697	 8:-1.08000109628743	 9:-.210019747116933	 10:-2.23648741064378E-02	 11:2.73652435951062	 12:-.436588782574117	 13:-.716259742250555	 14:-.968661412172969	 15:-.105304810091389	 16:.329956988755941
14	 1:2.2205359436607	 2:1.93759124794342	 3:.955429777699688	 4:-.983612727887486	 5:-1.59135592380462	 6:.664852841331333	 7:.236980250680266	 8:-.247668579843373	 9:-.210019747116933	 10:-2.23648741064378E-02	 11:-.435613884336275	 12:1.05538484433444	 13:-.716259742250555	 14:-.968661412172969	 15:-.105304810091389	 16:-.696126162042131
14	 1:-.369414857588959	 2:-.665229978679225	 3:-1.29013403880667	 4:-.902291672373729	 5:-1.41404854103227	 6:.664852841331333	 7:-.476983692432149	 8:-.966501207681428	 9:-.210019747116933	 10:-2.23648741064378E-02	 11:-.435613884336275	 12:1.05538484433444	 13:-.716259742250555	 14:-.968661412172969	 15:-.105304810091389	 16:1.6980678564867
19	 1:-.554411343392506	 2:-.29339837487599	 3:-1.12036532467582E-02	 4:.886771548928928	 5:.53633266946349	 6:.116727796092351	 7:.647509517969905	 8:-.399001764651385	 9:-.210019747116933	 10:-2.23648741064378E-02	 11:-.435613884336275	 12:-.436588782574117	 13:-.716259742250555	 14:-.423135162518471	 15:-.105304810091389	 16:2.04009557341939
14	 1:5.78114018136053E-04	 2:-.479314176777608	 3:-.918351949981116	 4:.284995738127125	 5:-1.59135592380462	 6:.664852841331333	 7:-1.86921338150136	 8:1.79532941506478	 9:-.210019747116933	 10:-2.23648741064378E-02	 11:-.435613884336275	 12:1.05538484433444	 13:-.716259742250555	 14:-.968661412172969	 15:-.105304810091389	 16:2.49613252932965
17	 1:-.739407829196054	 2:1.93759124794342	 3:-.888609382875071	 4:-1.2438401055315	 5:-1.41404854103227	 6:-.614105597559625	 7:-1.45868411421172	 8:.527913992297685	 9:-.210019747116933	 10:-2.23648741064378E-02	 11:-.435613884336275	 12:-.436588782574117	 13:1.47246368708651	 14:1.39528566966318	 15:-.105304810091389	 16:-1.03815387897482
15	 1:-.739407829196054	 2:-.29339837487599	 3:-1.15629248682947	 4:1.26084840429221	 5:-1.41404854103227	 6:-1.1622306427986	 7:-.137850819453751	 8:.263080918883664	 9:-.210019747116933	 10:-2.23648741064378E-02	 11:-.435613884336275	 12:-.436588782574117	 13:1.47246368708651	 14:1.39528566966318	 15:-.105304810091389	 16:-.240089206131876
10	 1:-.739407829196054	 2:-.479314176777608	 3:-.35324317496627	 4:1.17952734877845	 5:-1.41404854103227	 6:-.43139724914663	 7:.933095095214872	 8:-1.08000109628743	 9:-.210019747116933	 10:-2.23648741064378E-02	 11:-.435613884336275	 12:-.436588782574117	 13:-.716259742250555	 14:1.39528566966318	 15:-.105304810091389	 16:-.240089206131876
11	 1:-.739407829196054	 2:-.851145780580843	 3:-.843995532216004	 4:.805450493415171	 5:.53633266946349	 6:.482144492918339	 7:-1.01245664976646	 8:-.98541785578243	 9:-.210019747116933	 10:-2.23648741064378E-02	 11:-.435613884336275	 12:-.436588782574117	 13:1.47246368708651	 14:1.39528566966318	 15:-.105304810091389	 16:.557975466711068
9	 1:-.739407829196054	 2:-.107482572974372	 3:-1.30500532235969	 4:.382581004743634	 5:-1.41404854103227	 6:-6.59805523206427E-02	 7:1.64705903832728	 8:1.47374639734775	 9:-.210019747116933	 10:-2.23648741064378E-02	 11:-.435613884336275	 12:-.436588782574117	 13:1.47246368708651	 14:1.39528566966318	 15:-.105304810091389	 16:-1.03815387897482
14	 1:1.66554648625006	 2:1.7516754460418	 3:-.843995532216004	 4:-1.11372641670949	 5:.713640052235832	 6:-2.25848073327657	 7:-.994607551188651	 8:.395497455590674	 9:-.210019747116933	 10:-2.23648741064378E-02	 11:1.46766906197186	 12:-.436588782574117	 13:-.716259742250555	 14:-.786819328954803	 15:-.105304810091389	 16:.329956988755941
12	 1:-.739407829196054	 2:.45026483273048	 3:.360578435578798	 4:-.105345328338908	 5:.713640052235832	 6:.664852841331333	 7:.326225743569318	 8:1.34132986064074	 9:-.210019747116933	 10:-2.23648741064378E-02	 11:1.46766906197186	 12:1.05538484433444	 13:1.47246368708651	 14:1.39528566966318	 15:-.105304810091389	 16:-1.03815387897482
17	 1:-.369414857588959	 2:-.479314176777608	 3:-.843995532216004	 4:.707865226798663	 5:4.41052114646198E-03	 6:1.5783945833963	 7:-1.06600394549989	 8:1.36024650874174	 9:-.210019747116933	 10:-2.23648741064378E-02	 11:1.46766906197186	 12:-.436588782574117	 13:-.716259742250555	 14:-.69589828734572	 15:-.105304810091389	 16:-.240089206131876
14	 1:-.184418371785411	 2:-.479314176777608	 3:-.843995532216004	 4:-1.27636852773701	 5:4.41052114646198E-03	 6:.664852841331333	 7:.593962222236474	 8:-1.26916757729745	 9:-.210019747116933	 10:-2.23648741064378E-02	 11:-.435613884336275	 12:1.05538484433444	 13:-.716259742250555	 14:-.514056204127554	 15:-.105304810091389	 16:-.240089206131876
9	 1:-.184418371785411	 2:.264349030828862	 3:.732360524404354	 4:-1.2438401055315	 5:-1.41404854103227	 6:1.5783945833963	 7:-.137850819453751	 8:-1.25025092919645	 9:-.210019747116933	 10:-2.23648741064378E-02	 11:1.46766906197186	 12:-.436588782574117	 13:-.716259742250555	 14:.486075253572359	 15:-.105304810091389	 16:-.240089206131876
14	 1:.740564057232326	 2:.636180634632098	 3:-.843995532216004	 4:-.999876938990238	 5:-1.41404854103227	 6:.664852841331333	 7:-.476983692432149	 8:-.682751486166407	 9:-.210019747116933	 10:-2.23648741064378E-02	 11:-.435613884336275	 12:1.05538484433444	 13:-.716259742250555	 14:-.968661412172969	 15:-.105304810091389	 16:-1.03815387897482
6	 1:.555567571428778	 2:.264349030828862	 3:-.977837084193205	 4:1.1307347154702	 5:-1.41404854103227	 6:-6.59805523206427E-02	 7:-.137850819453751	 8:.584663936600689	 9:-.210019747116933	 10:-2.23648741064378E-02	 11:-.435613884336275	 12:-.436588782574117	 13:-.716259742250555	 14:-.968661412172969	 15:-.105304810091389	 16:-.696126162042131
3	 1:.925560543035873	 2:.636180634632098	 3:-1.03732221840529	 4:-.5770074503187	 5:4.41052114646198E-03	 6:-.248688900733636	 7:1.00449148952611	 8:1.00083019482272	 9:-.210019747116933	 10:-2.23648741064378E-02	 11:-.435613884336275	 12:-.436588782574117	 13:-.716259742250555	 14:-.968661412172969	 15:-.105304810091389	 16:-.240089206131876
14	 1:.740564057232326	 2:.45026483273048	 3:.152380465836486	 4:-.251723228263671	 5:-.350204244398223	 6:.664852841331333	 7:-1.10170214265551	 8:-1.26916757729745	 9:-.210019747116933	 10:-2.23648741064378E-02	 11:-.435613884336275	 12:1.05538484433444	 13:-.716259742250555	 14:-.968661412172969	 15:-.105304810091389	 16:-1.03815387897482
14	 1:1.85054297205361	 2:1.37984384223856	 3:1.19337031454804	 4:-1.29263273883976	 5:-1.41404854103227	 6:.664852841331333	 7:.933095095214872	 8:-.247668579843373	 9:-.210019747116933	 10:-2.23648741064378E-02	 11:-.435613884336275	 12:1.05538484433444	 13:-.716259742250555	 14:-.968661412172969	 15:-.105304810091389	 16:-.696126162042131
19	 1:-.739407829196054	 2:7.84332289272449E-02	 3:.211865600048575	 4:.236203104818871	 5:1.60017696609754	 6:.664852841331333	 7:1.07588788383735	 8:1.34132986064074	 9:-.210019747116933	 10:-2.23648741064378E-02	 11:-.435613884336275	 12:1.05538484433444	 13:1.47246368708651	 14:1.39528566966318	 15:-.105304810091389	 16:-.696126162042131
14	 1:.925560543035873	 2:.45026483273048	 3:-1.03732221840529	 4:.284995738127125	 5:-.527511627170566	 6:.664852841331333	 7:.290527546413697	 8:1.05758013912572	 9:-.210019747116933	 10:-2.23648741064378E-02	 11:-.435613884336275	 12:1.05538484433444	 13:-.716259742250555	 14:-.968661412172969	 15:-.105304810091389	 16:-.696126162042131
17	 1:-.369414857588959	 2:.636180634632098	 3:-.472213443390448	 4:-.511950605907694	 5:-1.41404854103227	 6:-1.1622306427986	 7:-1.19094763554456	 8:.263080918883664	 9:-.210019747116933	 10:-2.23648741064378E-02	 11:-.435613884336275	 12:4.03933209815156	 13:-.716259742250555	 14:-.423135162518471	 15:-.105304810091389	 16:-.240089206131876
3	 1:.925560543035873	 2:.636180634632098	 3:-.531698577602537	 4:1.35843367090872	 5:-1.41404854103227	 6:-.43139724914663	 7:-1.45868411421172	 8:-1.08000109628743	 9:-.210019747116933	 10:-2.23648741064378E-02	 11:-.435613884336275	 12:-.436588782574117	 13:-.716259742250555	 14:-.968661412172969	 15:-.105304810091389	 16:-1.03815387897482
7	 1:-.369414857588959	 2:.45026483273048	 3:-1.12036532467582E-02	 4:1.52107578193623	 5:4.41052114646198E-03	 6:-6.59805523206427E-02	 7:.593962222236474	 8:-.417918412752386	 9:-.210019747116933	 10:-2.23648741064378E-02	 11:-.435613884336275	 12:-.436588782574117	 13:-.716259742250555	 14:-.423135162518471	 15:-.105304810091389	 16:-1.03815387897482
17	 1:-.184418371785411	 2:7.84332289272449E-02	 3:-.338371891413247	 4:.350052582538131	 5:.713640052235832	 6:.664852841331333	 7:.826000503748009	 8:-1.26916757729745	 9:-.210019747116933	 10:-2.23648741064378E-02	 11:-.435613884336275	 12:1.05538484433444	 13:-.716259742250555	 14:-.968661412172969	 15:-.105304810091389	 16:2.04009557341939
15	 1:-.554411343392506	 2:-.479314176777608	 3:1.0297861954648	 4:-1.01614115009298	 5:-1.41404854103227	 6:-1.52764733962459	 7:-1.45868411421172	 8:1.13324673152973	 9:-.210019747116933	 10:-2.23648741064378E-02	 11:-.435613884336275	 12:-.436588782574117	 13:-.716259742250555	 14:-.69589828734572	 15:-.105304810091389	 16:2.15410481239695
17	 1:-.554411343392506	 2:.45026483273048	 3:1.05952876257084	 4:.171146260407865	 5:-1.41404854103227	 6:.847561189744327	 7:-1.31589132558923	 8:-.588168245661399	 9:-.210019747116933	 10:-2.23648741064378E-02	 11:-.435613884336275	 12:-.436588782574117	 13:-.716259742250555	 14:-.423135162518471	 15:-.105304810091389	 16:-.240089206131876
1	 1:.925560543035873	 2:1.00801223843533	 3:.806716942169466	 4:.886771548928928	 5:.890947435008175	 6:-6.59805523206427E-02	 7:.344074842147129	 8:-.417918412752386	 9:-.210019747116933	 10:-2.23648741064378E-02	 11:-.435613884336275	 12:-.436588782574117	 13:-.716259742250555	 14:-.968661412172969	 15:-.105304810091389	 16:-.696126162042131
15	 1:-.739407829196054	 2:-1.03706158248246	 3:1.0297861954648	 4:-.967348516784735	 5:4.41052114646198E-03	 6:.664852841331333	 7:.593962222236474	 8:-.966501207681428	 9:-.210019747116933	 10:-2.23648741064378E-02	 11:-.435613884336275	 12:1.05538484433444	 13:1.47246368708651	 14:1.39528566966318	 15:-.105304810091389	 16:-.240089206131876
1	 1:-.924404314999601	 2:-.851145780580843	 3:-3.13417319938143	 4:.350052582538131	 5:4.41052114646198E-03	 6:.847561189744327	 7:.593962222236474	 8:-1.36375081780245	 9:4.76086184144955	 10:-2.23648741064378E-02	 11:-.435613884336275	 12:-.436588782574117	 13:.378101972417978	 14:-5.94509960821391E-02	 15:-.105304810091389	 16:.329956988755941
12	 1:.185574599821683	 2:.45026483273048	 3:-.888609382875071	 4:-.544479028113197	 5:.359025286691147	 6:-1.52764733962459	 7:-1.72642059287887	 8:-.153085339338366	 9:-.210019747116933	 10:-2.23648741064378E-02	 11:-.435613884336275	 12:-.436588782574117	 13:-.716259742250555	 14:-.968661412172969	 15:-.105304810091389	 16:-.240089206131876
3	 1:.740564057232326	 2:.822096436533715	 3:.24160816715462	 4:.886771548928928	 5:.53633266946349	 6:.664852841331333	 7:-1.01245664976646	 8:1.34132986064074	 9:-.210019747116933	 10:-2.23648741064378E-02	 11:-.435613884336275	 12:1.05538484433444	 13:-.716259742250555	 14:-.968661412172969	 15:-.105304810091389	 16:-1.03815387897482
